OrgSuperior;OrgSubordinado;UnidadeGestora;Portador;Data;Favorecido;Valor
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;LUIZ F S ANDRADE  A;21/08/2017;SUPER MERCADO PILAR LTDA;199.75
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;MARCELO R DE PAULA;01/08/2017;INOVAX COMERCIO DE ALIMENTOS E REPRESENTACOES LTDA;92.86
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;CLAUDIO M MOURA   A;23/08/2017;SUPERMERCADO COELHO DINIZ LTDA;139.28
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;TEOFANES A S DUARTE;09/08/2017;MINARE COMERCIO DE ALIMENTOS LTDA. [SUPERMERCADO DA CASA];137.98
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;OBEDE EDON DA SILVA;24/08/2017;SUPERMERCADO DO IRMAO LTDA;34.03
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;SARA A ANDRADE    A;25/08/2017;SUPERMERCADO 5 IRMAOS LTDA [SUPERMERCADO 5 IRMAOS];149.52
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;MAURICIO NASCIMENTO;27/07/2017;SUPERMERCADOS REX LTDA [SUPERMERCADOS REX];159.89
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO ESPIRITO SANTO;MATHEUS LIEVORE;01/08/2017;AG ATACADO E VAREJO LTDA  - ME [SUPERMERCADO GOBETTI];120
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO ESPIRITO SANTO;MARCOS A DE ARAUJO;04/08/2017;OSVALDO PERIM SUPERMERCADOS LTDA [SUPERMERCADOS PERIM];44.95
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO SUL;LEANDRO C DOS SANTO;28/07/2017;DISTRIBUIDORA DE ALIMENTOS NAVIRAI LTDA - EPP [DISTRIBUIDORA NAVIRAI];17.25
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO SUL;FABIANO H L M IORIO;11/08/2017;SENDAS DISTRIBUIDORA S/A;89.76
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO SUL;FABIANO H L M IORIO;21/08/2017;SENDAS DISTRIBUIDORA S/A;25.41
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO SUL;LEANDRO ABREU;23/08/2017;SENDAS DISTRIBUIDORA S/A;87.25
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO SUL;JAIRO ANTONIO;25/08/2017;G P COMERCIAL DE ALIMENTOS LTDA [SUPERMERCADO COMPRE BEM];196.53
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO SUL;JAIRO ANTONIO;28/07/2017;G P COMERCIAL DE ALIMENTOS LTDA [SUPERMERCADO COMPRE BEM];197.08
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;PAULO R G ALMEIDA;25/08/2017;SENDAS DISTRIBUIDORA S/A;46.7
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;MARCUS V B FIRMINO;02/08/2017;SUPERMERCADOS CAETANO LTDA [SUPERMERCADOS CAETANO];19.62
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ERONIDES DA SILVA;27/07/2017;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;130.44
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;GERALDO JR CARNEIRO;07/08/2017;CLERA COMERCIO DE AGUAS E BEBIDAS LTDA - EPP [LOJA D'AGUA];120
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;APARECIDA LINS;07/08/2017;CARREFOUR COMERCIO E INDUSTRIA LTDA;25.02
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ROMESSI F D SANTOS;24/08/2017;DISTRIBUIDORA DE ALIMENTOS JAPAO LTDA;59.24
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ROMESSI F D SANTOS;27/07/2017;DISTRIBUIDORA DE ALIMENTOS JAPAO LTDA;46.65
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ENIVE VIOLIN;24/08/2017;ZANIN SUPERMERCADO EIRELI [SUPERMERCADO APRAZIVEL];87.68
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;VANESSA S ABREU;21/08/2017;PARIZ & HERNANDES SUPERMERCADO LTDA [SUPERMERCADO IPIRANGA];111.73
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;CLAUDIO D F CUNHA;18/08/2017;SUPERMERCADO PIZZOL LTDA - EPP;85.74
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;CLAUDIO D F CUNHA;25/08/2017;SUPERMERCADO PIZZOL LTDA - EPP;12
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;FERNANDO CARRARO;25/08/2017;PEDRO MARCIO DA FONSECA & CIA LTDA [SUPERMERCADO FONSECA];56.66
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ROSANA ALVES;09/08/2017;NAILUH SUPERMERCADO, REPRESENTACOES E PAISAGISMO LTDA - ME [COMERCIAL NAILUH];44.85
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;L A FEICHTENBERGER;25/08/2017;M&S SUPERMERCADO LTDA;33.87
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;L A FEICHTENBERGER;31/07/2017;M&S SUPERMERCADO LTDA;87.39
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;HENRIQUE A SIQUEIRA;28/07/2017;SUPERMERCADOS JAU SERVE LTDA [JAU SERVE];89.29
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;NADINE C F VIEIRA;10/08/2017;COMPANHIA SULAMERICANA DE DISTRIBUICAO [AMIGAO SUPERMERCADO];84.33
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;NADINE C F VIEIRA;25/08/2017;COMPANHIA SULAMERICANA DE DISTRIBUICAO [AMIGAO SUPERMERCADO];45.33
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;REGINA PULZI;10/08/2017;SENDAS DISTRIBUIDORA S/A;83.72
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;REGINA PULZI;11/08/2017;SENDAS DISTRIBUIDORA S/A;80.09
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;JOAO C RODRIGUES;16/08/2017;EDISON HITOSHI HIROSSE EIRELI [SUPERMERCADO TAMOYO];79.34
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;JOAO C RODRIGUES;31/07/2017;EDISON HITOSHI HIROSSE EIRELI [SUPERMERCADO TAMOYO];99.66
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ANDREA C BERTI;17/08/2017;ODALTIR DE MEDEIROS & CIA LTDA [SUPERMERCADO MEDEIROS];47.63
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;JULIO CESAR BIAGGIO;10/08/2017;SUPERMERCADOS COMPRECENTER LTDA [SUPERMERCADO COMPRECENTER];73.12
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ROSIMEIRE M MATTOS;07/08/2017;TAUSTE SUPERMERCADOS LTDA [SUPERMERCADO TAUSTE];137.71
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;EDJANIO C OLIVEIRA;16/08/2017;COMERCIAL SALOMAO LTDA [CENTRAL SUPERMERCADOS];149
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;NADIR A B RIBEIRO;07/08/2017;LEGIAO PAULISTA DE PIZZAS LTDA - ME [LEGIAO PAULISTA];357.6
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;CYSTHIA A NOBREGA;15/08/2017;SUPERMERCADOS CAETANO LTDA [SUPERMERCADOS CAETANO];69.1
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;PAULO S FERRARI;01/08/2017;SUPERMERCADO PIZZOL LTDA - EPP;12
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;THIAGO M G PINHEIRO;31/07/2017;SENDAS DISTRIBUIDORA S/A;53.4
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;LUIZ P COSENTINO;08/08/2017;TAUSTE SUPERMERCADOS LTDA [TAUSTE SUPERMERCADOS LTDA];66.73
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;CARLOS R SILVA;08/08/2017;NICOLAU MAX SUPERMERCADOS LTDA. [NICOLAU MAX SUPERMERCADOS];108.96
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;CARLOS R SILVA;17/08/2017;ROSA MARIA BUROCCHI TANI - SUPERMERCADO LTDA - ME [QUITANDA SAO JOSE];38
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;SONIA A SOARES;26/07/2017;SUPERMERCADO SOUZA & BRASIL LTDA. - EPP;18.77
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;PAULO R DEVIDES;22/08/2017;M. LIMA SUPERMERCADO LTDA;27.3
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ERIX NUSSBAUMER;07/08/2017;FURLAN FESTAS COMERCIO DE DOCES LTDA - EPP [FURLAN DOCE FESTA];12.4
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ERIX NUSSBAUMER;07/08/2017;COMPANHIA SULAMERICANA DE DISTRIBUICAO [AMIGAO SUPERMERCADO];61.22
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ERIX NUSSBAUMER;21/08/2017;COMPANHIA SULAMERICANA DE DISTRIBUICAO [AMIGAO SUPERMERCADO];25.02
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ELPIDIO B DE SOUZA;22/08/2017;LOPES SUPERMERCADOS LTDA [PROENCA SUPERMERCADOS];97.34
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;VICTOR A BIAGI;23/08/2017;SUPERMERCADO PORECATU LTDA [SUPERMERCADO PORECATU];141.99
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;JOAO RAFAEL GARCIA;24/08/2017;COMERCIAL DELTA PONTO CERTO LTDA [SUPERMERCADO SEMPRE VALE];48.71
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;JOAO RAFAEL GARCIA;28/07/2017;COMERCIAL DELTA PONTO CERTO LTDA [SUPERMERCADO SEMPRE VALE];51.6
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;LUIZ LAERTE SOARES;14/08/2017;MARCOS R M ALMEIDA BEBIDAS - ME;139.85
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;LUIZ LAERTE SOARES;18/08/2017;ROLDAO AUTO SERVICO COMERCIO DE ALIMENTOS LTDA.;156.73
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;EDNA S H MITSUIKI;24/08/2017;UNISUPER UNIAO SUPERMERCADO LTDA;7.98
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;VITOR HUGO FARIAS;23/08/2017;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;118.93
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;DANIEL N UMISEDO;17/08/2017;CNR SUPERMERCADO LTDA;10.99
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;DANIEL N UMISEDO;22/08/2017;CNR SUPERMERCADO LTDA;53.12
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;MIRIAN C B OLIVEIRA;31/07/2017;707 AUTO-SERVICO DE ALIMENTOS LTDA;5.98
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;LUIS C SILVA;07/08/2017;WAL MART BRASIL LTDA;198.37
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;ROBERTO M YAMAMOTO;18/08/2017;ANDORINHA SUPERMERCADO LTDA;99.22
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;NILDO E MARTINS;17/08/2017;SUPER MERCADO SAO ROQUE LTDA.;148.76
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM SAO PAULO;NILDO E MARTINS;25/08/2017;SUPER MERCADO SAO ROQUE LTDA.;28.2
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;ANTONIO SCHNEIDER/C;25/08/2017;SANCHES E VECCHIATE LTDA [SUPERMERCADO VERONA];137.84
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;SILAS G A FILHO;03/08/2017;SUPERMERCADOS RICKLI LTDA. [SUPERMERCADO RICKLI];99.85
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;CLAYTON FERNANDES;27/07/2017;WMS SUPERMERCADOS DO BRASIL LTDA. [MAXXI PINHAIS];88.8
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;ANDREI BEREZOWSKI;26/07/2017;SANCHES E VECCHIATE LTDA [SUPERMERCADO VERONA];137.71
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;ALEX JUNIOR POLAK/C;04/08/2017;SUPERMERCADO SUPERPAO LTDA;73.2
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;ALFEU CAMPIOLO;23/08/2017;SENDAS DISTRIBUIDORA S/A;199.67
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;LUIS A MACEDO JR/AP;26/07/2017;SUPERMERCADO SUPERPAO LTDA;126.33
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;DELMO CARVALHO/CENS;27/07/2017;BIGATON COMERCIO DE ALIMENTOS LTDA - ME [SUPERMERCADO BIGATON];13
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;FERNANDA G SERPA;11/08/2017;N TONIAL E CIA LTDA [SUPERMERCADO UNIAO];24.34
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;FERNANDA G SERPA;27/07/2017;N TONIAL E CIA LTDA [SUPERMERCADO UNIAO];7.73
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;SERGIO R B SILVA;08/08/2017;COMPANHIA SULAMERICANA DE DISTRIBUICAO [SAO FRANCISCO SUPERMERCADOS];47.38
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;FAUSTINO D S NETO;15/08/2017;VILLELA & FERREIRA LTDA [SUPERMERCADO FERREIRA];25.38
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;FAUSTINO D S NETO;24/08/2017;VILLELA & FERREIRA LTDA [SUPERMERCADO FERREIRA];18.68
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;RODRIGO CATANI;16/08/2017;BIGATON COMERCIO DE ALIMENTOS LTDA - ME [SUPERMERCADO BIGATON];117.12
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;RUBENS R C JUNIOR;17/08/2017;COMPANHIA SULAMERICANA DE DISTRIBUICAO [SUPERMERCADOS CIDADE CANCAO];104.88
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;CHRISTIAN PRESTES;01/08/2017;CAVALIN BORA E CIA LTDA [SUPERMERCADO CAVALIN BORA];124.66
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;HELENA OLIVEIRA/CE;02/08/2017;COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA [SUPERMERCADO COPACOL];57.29
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;HELENA OLIVEIRA/CE;22/08/2017;COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA [SUPERMERCADO COPACOL];73.12
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;ADISON NASCIMENTO/C;17/08/2017;HAMUD SUPERMERCADO LTDA [SUPERMERCADO HAMUD];47.61
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;LUIZ C RODRIGUES;27/07/2017;EDSON DOS SANTOS JERONIMO [O KILAO SUPERMERCADO];132.26
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARANA;RICARDO G SOARES;04/08/2017;COMPANHIA SULAMERICANA DE DISTRIBUICAO [SAO FRANCISCO SUPERMERCADOS];46.25
